mean,median,std,sum,count,q5,q10,q25,q75,q90,q95,feature,group,value,sub_group,sub_value
0.176,0.0,0.437,16.04,91.0,0.0,0.0,0.0,0.05,0.63,1.035,precip,year,1917,quarter,2
0.083,0.0,0.251,7.68,92.0,0.0,0.0,0.0,0.018,0.207,0.397,precip,year,1917,quarter,3
0.025,0.0,0.105,2.28,92.0,0.0,0.0,0.0,0.01,0.05,0.1,precip,year,1917,quarter,4
0.035,0.0,0.122,3.11,90.0,0.0,0.0,0.0,0.01,0.052,0.216,precip,year,1918,quarter,1
0.09,0.0,0.231,8.23,91.0,0.0,0.0,0.0,0.03,0.28,0.56,precip,year,1918,quarter,2
0.127,0.0,0.382,11.68,92.0,0.0,0.0,0.0,0.042,0.445,0.63,precip,year,1918,quarter,3
0.127,0.0,0.42,11.67,92.0,0.0,0.0,0.0,0.01,0.403,0.564,precip,year,1918,quarter,4
0.042,0.0,0.129,3.8,90.0,0.0,0.0,0.0,0.01,0.084,0.351,precip,year,1919,quarter,1
0.134,0.01,0.242,12.16,91.0,0.0,0.0,0.0,0.15,0.53,0.73,precip,year,1919,quarter,2
0.126,0.0,0.499,11.59,92.0,0.0,0.0,0.0,0.01,0.257,0.517,precip,year,1919,quarter,3
0.045,0.0,0.16,4.14,92.0,0.0,0.0,0.0,0.01,0.106,0.215,precip,year,1919,quarter,4
0.054,0.0,0.23,4.92,91.0,0.0,0.0,0.0,0.01,0.05,0.175,precip,year,1920,quarter,1
0.163,0.0,0.432,14.82,91.0,0.0,0.0,0.0,0.08,0.46,0.815,precip,year,1920,quarter,2
0.188,0.0,0.487,17.26,92.0,0.0,0.0,0.0,0.09,0.624,0.988,precip,year,1920,quarter,3
0.05,0.0,0.162,4.62,92.0,0.0,0.0,0.0,0.01,0.142,0.273,precip,year,1920,quarter,4
0.062,0.0,0.218,5.54,90.0,0.0,0.0,0.0,0.01,0.142,0.286,precip,year,1921,quarter,1
0.219,0.0,0.622,19.96,91.0,0.0,0.0,0.0,0.05,0.63,1.205,precip,year,1921,quarter,2
0.143,0.0,0.339,13.2,92.0,0.0,0.0,0.0,0.103,0.418,0.776,precip,year,1921,quarter,3
0.028,0.0,0.108,2.54,92.0,0.0,0.0,0.0,0.01,0.029,0.105,precip,year,1921,quarter,4
0.088,0.0,0.26,7.93,90.0,0.0,0.0,0.0,0.01,0.188,0.568,precip,year,1922,quarter,1
0.089,0.0,0.208,8.08,91.0,0.0,0.0,0.0,0.065,0.28,0.49,precip,year,1922,quarter,2
0.109,0.0,0.397,10.06,92.0,0.0,0.0,0.0,0.01,0.198,0.573,precip,year,1922,quarter,3
0.062,0.0,0.207,5.75,92.0,0.0,0.0,0.0,0.002,0.145,0.448,precip,year,1922,quarter,4
0.044,0.0,0.182,3.99,90.0,0.0,0.0,0.0,0.01,0.056,0.172,precip,year,1923,quarter,1
0.118,0.01,0.261,10.76,91.0,0.0,0.0,0.0,0.08,0.39,0.705,precip,year,1923,quarter,2
0.174,0.0,0.462,15.99,92.0,0.0,0.0,0.0,0.09,0.435,1.138,precip,year,1923,quarter,3
0.076,0.0,0.228,7.0,92.0,0.0,0.0,0.0,0.01,0.169,0.52,precip,year,1923,quarter,4
0.051,0.01,0.132,4.65,91.0,0.0,0.0,0.0,0.01,0.16,0.3,precip,year,1924,quarter,1
0.143,0.01,0.309,12.98,91.0,0.0,0.0,0.0,0.095,0.54,0.755,precip,year,1924,quarter,2
0.123,0.0,0.28,11.34,92.0,0.0,0.0,0.0,0.068,0.425,0.874,precip,year,1924,quarter,3
0.055,0.0,0.169,5.06,92.0,0.0,0.0,0.0,0.01,0.168,0.333,precip,year,1924,quarter,4
0.037,0.0,0.133,3.36,90.0,0.0,0.0,0.0,0.01,0.071,0.156,precip,year,1925,quarter,1
0.196,0.0,0.419,17.8,91.0,0.0,0.0,0.0,0.21,0.72,1.13,precip,year,1925,quarter,2
0.112,0.0,0.303,10.26,92.0,0.0,0.0,0.0,0.05,0.369,0.549,precip,year,1925,quarter,3
0.073,0.0,0.211,6.76,92.0,0.0,0.0,0.0,0.01,0.195,0.6,precip,year,1925,quarter,4
0.071,0.0,0.195,6.36,90.0,0.0,0.0,0.0,0.01,0.231,0.506,precip,year,1926,quarter,1
0.063,0.0,0.121,5.7,91.0,0.0,0.0,0.0,0.05,0.28,0.335,precip,year,1926,quarter,2
0.184,0.01,0.546,16.89,92.0,0.0,0.0,0.0,0.092,0.548,0.787,precip,year,1926,quarter,3
0.07,0.0,0.228,6.43,92.0,0.0,0.0,0.0,0.01,0.106,0.445,precip,year,1926,quarter,4
0.076,0.0,0.211,6.82,90.0,0.0,0.0,0.0,0.02,0.266,0.479,precip,year,1927,quarter,1
0.194,0.01,0.452,17.62,91.0,0.0,0.0,0.0,0.135,0.66,1.11,precip,year,1927,quarter,2
0.128,0.0,0.296,11.76,92.0,0.0,0.0,0.0,0.04,0.422,0.864,precip,year,1927,quarter,3
0.089,0.0,0.394,8.21,92.0,0.0,0.0,0.0,0.01,0.08,0.596,precip,year,1927,quarter,4
0.038,0.0,0.217,3.48,91.0,0.0,0.0,0.0,0.01,0.05,0.13,precip,year,1928,quarter,1
0.113,0.01,0.234,10.24,91.0,0.0,0.0,0.0,0.06,0.4,0.64,precip,year,1928,quarter,2
0.159,0.0,0.477,14.6,92.0,0.0,0.0,0.0,0.02,0.487,0.864,precip,year,1928,quarter,3
0.142,0.0,0.618,13.1,92.0,0.0,0.0,0.0,0.02,0.414,0.48,precip,year,1928,quarter,4
0.093,0.01,0.295,8.39,90.0,0.0,0.0,0.0,0.01,0.208,0.582,precip,year,1929,quarter,1
0.219,0.01,0.577,19.94,91.0,0.0,0.0,0.0,0.11,0.74,1.16,precip,year,1929,quarter,2
0.069,0.0,0.229,6.38,92.0,0.0,0.0,0.0,0.02,0.109,0.438,precip,year,1929,quarter,3
0.094,0.0,0.265,8.61,92.0,0.0,0.0,0.0,0.01,0.369,0.525,precip,year,1929,quarter,4
0.046,0.0,0.118,4.12,90.0,0.0,0.0,0.0,0.01,0.15,0.292,precip,year,1930,quarter,1
0.125,0.0,0.286,11.41,91.0,0.0,0.0,0.0,0.13,0.43,0.695,precip,year,1930,quarter,2
0.083,0.0,0.279,7.65,92.0,0.0,0.0,0.0,0.01,0.1,0.608,precip,year,1930,quarter,3
0.064,0.0,0.215,5.9,92.0,0.0,0.0,0.0,0.01,0.07,0.458,precip,year,1930,quarter,4
0.048,0.0,0.131,4.29,90.0,0.0,0.0,0.0,0.01,0.111,0.381,precip,year,1931,quarter,1
0.112,0.0,0.351,10.23,91.0,0.0,0.0,0.0,0.04,0.28,0.62,precip,year,1931,quarter,2
0.13,0.0,0.323,11.95,92.0,0.0,0.0,0.0,0.062,0.523,0.714,precip,year,1931,quarter,3
0.165,0.0,0.41,15.19,92.0,0.0,0.0,0.0,0.055,0.556,0.885,precip,year,1931,quarter,4
0.046,0.01,0.15,4.22,91.0,0.0,0.0,0.0,0.01,0.1,0.22,precip,year,1932,quarter,1
0.087,0.0,0.22,7.96,91.0,0.0,0.0,0.0,0.055,0.23,0.495,precip,year,1932,quarter,2
0.097,0.0,0.281,8.93,92.0,0.0,0.0,0.0,0.01,0.239,0.783,precip,year,1932,quarter,3
0.07,0.0,0.181,6.42,92.0,0.0,0.0,0.0,0.01,0.3,0.493,precip,year,1932,quarter,4
0.072,0.0,0.212,6.46,90.0,0.0,0.0,0.0,0.01,0.202,0.474,precip,year,1933,quarter,1
0.114,0.0,0.263,10.36,91.0,0.0,0.0,0.0,0.02,0.5,0.875,precip,year,1933,quarter,2
0.087,0.0,0.264,8.02,92.0,0.0,0.0,0.0,0.01,0.188,0.694,precip,year,1933,quarter,3
0.031,0.0,0.138,2.85,92.0,0.0,0.0,0.0,0.01,0.019,0.193,precip,year,1933,quarter,4
0.024,0.0,0.064,2.14,90.0,0.0,0.0,0.0,0.01,0.081,0.115,precip,year,1934,quarter,1
0.081,0.0,0.244,7.36,91.0,0.0,0.0,0.0,0.01,0.17,0.635,precip,year,1934,quarter,2
0.111,0.0,0.27,10.25,92.0,0.0,0.0,0.0,0.042,0.374,0.66,precip,year,1934,quarter,3
0.086,0.0,0.248,7.92,92.0,0.0,0.0,0.0,0.012,0.219,0.518,precip,year,1934,quarter,4
0.037,0.0,0.113,3.34,90.0,0.0,0.0,0.0,0.01,0.073,0.257,precip,year,1935,quarter,1
0.172,0.01,0.306,15.69,91.0,0.0,0.0,0.0,0.185,0.62,0.945,precip,year,1935,quarter,2
0.082,0.0,0.292,7.52,92.0,0.0,0.0,0.0,0.01,0.129,0.391,precip,year,1935,quarter,3
0.087,0.0,0.251,7.96,92.0,0.0,0.0,0.0,0.02,0.219,0.517,precip,year,1935,quarter,4
0.022,0.0,0.066,2.01,91.0,0.0,0.0,0.0,0.01,0.06,0.11,precip,year,1936,quarter,1
0.073,0.0,0.191,6.68,91.0,0.0,0.0,0.0,0.01,0.23,0.47,precip,year,1936,quarter,2
0.095,0.0,0.305,8.7,92.0,0.0,0.0,0.0,0.01,0.159,0.61,precip,year,1936,quarter,3
0.051,0.0,0.164,4.68,92.0,0.0,0.0,0.0,0.01,0.059,0.42,precip,year,1936,quarter,4
0.068,0.0,0.245,6.16,90.0,0.0,0.0,0.0,0.01,0.124,0.211,precip,year,1937,quarter,1
0.111,0.01,0.27,10.06,91.0,0.0,0.0,0.0,0.025,0.38,0.69,precip,year,1937,quarter,2
0.062,0.0,0.208,5.73,92.0,0.0,0.0,0.0,0.01,0.109,0.448,precip,year,1937,quarter,3
0.04,0.0,0.122,3.65,92.0,0.0,0.0,0.0,0.01,0.078,0.231,precip,year,1937,quarter,4
0.068,0.01,0.238,6.09,90.0,0.0,0.0,0.0,0.01,0.081,0.314,precip,year,1938,quarter,1
0.164,0.01,0.327,14.88,91.0,0.0,0.0,0.0,0.125,0.69,0.935,precip,year,1938,quarter,2
0.136,0.0,0.445,12.5,92.0,0.0,0.0,0.0,0.01,0.273,0.738,precip,year,1938,quarter,3
0.044,0.0,0.208,4.03,92.0,0.0,0.0,0.0,0.0,0.01,0.148,precip,year,1938,quarter,4
0.039,0.0,0.106,3.5,90.0,0.0,0.0,0.0,0.01,0.101,0.186,precip,year,1939,quarter,1
0.231,0.01,0.68,21.02,91.0,0.0,0.0,0.0,0.06,0.61,1.37,precip,year,1939,quarter,2
0.07,0.0,0.251,6.43,92.0,0.0,0.0,0.0,0.01,0.118,0.468,precip,year,1939,quarter,3
0.046,0.0,0.149,4.19,92.0,0.0,0.0,0.0,0.01,0.11,0.375,precip,year,1939,quarter,4
0.05,0.01,0.159,4.54,91.0,0.0,0.0,0.0,0.01,0.1,0.26,precip,year,1940,quarter,1
0.138,0.0,0.316,12.53,91.0,0.0,0.0,0.0,0.07,0.61,0.645,precip,year,1940,quarter,2
0.095,0.0,0.272,8.74,92.0,0.0,0.0,0.0,0.01,0.319,0.666,precip,year,1940,quarter,3
0.081,0.0,0.204,7.49,92.0,0.0,0.0,0.0,0.012,0.392,0.599,precip,year,1940,quarter,4
0.073,0.01,0.198,6.61,90.0,0.0,0.0,0.0,0.01,0.26,0.464,precip,year,1941,quarter,1
0.155,0.01,0.432,14.15,91.0,0.0,0.0,0.0,0.07,0.41,0.735,precip,year,1941,quarter,2
0.127,0.0,0.311,11.73,92.0,0.0,0.0,0.0,0.032,0.515,0.864,precip,year,1941,quarter,3
0.162,0.01,0.461,14.89,92.0,0.0,0.0,0.0,0.038,0.352,1.173,precip,year,1941,quarter,4
0.068,0.01,0.208,6.16,90.0,0.0,0.0,0.0,0.01,0.119,0.447,precip,year,1942,quarter,1
0.173,0.01,0.411,15.71,91.0,0.0,0.0,0.0,0.085,0.55,0.85,precip,year,1942,quarter,2
0.128,0.0,0.318,11.76,92.0,0.0,0.0,0.0,0.01,0.409,0.876,precip,year,1942,quarter,3
0.088,0.01,0.264,8.09,92.0,0.0,0.0,0.0,0.02,0.258,0.558,precip,year,1942,quarter,4
0.025,0.0,0.068,2.28,90.0,0.0,0.0,0.0,0.01,0.09,0.151,precip,year,1943,quarter,1
0.157,0.01,0.347,14.31,91.0,0.0,0.0,0.0,0.065,0.54,1.03,precip,year,1943,quarter,2
0.084,0.0,0.212,7.71,92.0,0.0,0.0,0.0,0.025,0.289,0.677,precip,year,1943,quarter,3
0.04,0.0,0.107,3.72,92.0,0.0,0.0,0.0,0.01,0.139,0.273,precip,year,1943,quarter,4
0.085,0.0,0.26,7.75,91.0,0.0,0.0,0.0,0.01,0.29,0.425,precip,year,1944,quarter,1
0.205,0.01,0.571,18.61,91.0,0.0,0.0,0.0,0.13,0.44,1.065,precip,year,1944,quarter,2
0.175,0.0,0.425,16.06,92.0,0.0,0.0,0.0,0.032,0.712,1.226,precip,year,1944,quarter,3
0.087,0.005,0.293,7.96,92.0,0.0,0.0,0.0,0.01,0.155,0.578,precip,year,1944,quarter,4
0.065,0.01,0.162,5.81,90.0,0.0,0.0,0.0,0.02,0.141,0.431,precip,year,1945,quarter,1
0.202,0.01,0.4,18.35,91.0,0.0,0.0,0.0,0.2,0.7,0.855,precip,year,1945,quarter,2
0.094,0.0,0.233,8.63,92.0,0.0,0.0,0.0,0.01,0.317,0.738,precip,year,1945,quarter,3
0.034,0.0,0.096,3.11,92.0,0.0,0.0,0.0,0.01,0.099,0.2,precip,year,1945,quarter,4
0.077,0.0,0.221,6.94,90.0,0.0,0.0,0.0,0.03,0.201,0.485,precip,year,1946,quarter,1
0.132,0.0,0.344,11.99,91.0,0.0,0.0,0.0,0.01,0.35,0.965,precip,year,1946,quarter,2
0.079,0.0,0.241,7.23,92.0,0.0,0.0,0.0,0.01,0.187,0.445,precip,year,1946,quarter,3
0.065,0.0,0.256,5.99,92.0,0.0,0.0,0.0,0.01,0.077,0.487,precip,year,1946,quarter,4
0.073,0.0,0.256,6.53,90.0,0.0,0.0,0.0,0.01,0.146,0.436,precip,year,1947,quarter,1
0.223,0.01,0.45,20.28,91.0,0.0,0.0,0.0,0.195,0.73,1.11,precip,year,1947,quarter,2
0.103,0.0,0.403,9.5,92.0,0.0,0.0,0.0,0.0,0.206,0.496,precip,year,1947,quarter,3
0.116,0.0,0.382,10.66,92.0,0.0,0.0,0.0,0.01,0.25,0.748,precip,year,1947,quarter,4
0.072,0.01,0.209,6.51,91.0,0.0,0.0,0.0,0.01,0.18,0.355,precip,year,1948,quarter,1
0.089,0.0,0.264,8.14,91.0,0.0,0.0,0.0,0.02,0.17,0.58,precip,year,1948,quarter,2
0.13,0.0,0.324,11.97,92.0,0.0,0.0,0.0,0.015,0.465,0.952,precip,year,1948,quarter,3
0.053,0.0,0.168,4.91,92.0,0.0,0.0,0.0,0.01,0.129,0.272,precip,year,1948,quarter,4
0.108,0.01,0.239,9.72,90.0,0.0,0.0,0.0,0.038,0.581,0.742,precip,year,1949,quarter,1
0.152,0.01,0.276,13.87,91.0,0.0,0.0,0.0,0.165,0.59,0.81,precip,year,1949,quarter,2
0.118,0.0,0.362,10.9,92.0,0.0,0.0,0.0,0.015,0.446,0.639,precip,year,1949,quarter,3
0.087,0.0,0.29,7.97,92.0,0.0,0.0,0.0,0.01,0.158,0.492,precip,year,1949,quarter,4
0.032,0.01,0.094,2.86,90.0,0.0,0.0,0.0,0.01,0.071,0.131,precip,year,1950,quarter,1
0.093,0.01,0.231,8.43,91.0,0.0,0.0,0.0,0.05,0.26,0.5,precip,year,1950,quarter,2
0.199,0.0,0.463,18.32,92.0,0.0,0.0,0.0,0.09,0.847,1.27,precip,year,1950,quarter,3
0.012,0.0,0.046,1.07,92.0,0.0,0.0,0.0,0.0,0.01,0.053,precip,year,1950,quarter,4
0.06,0.0,0.155,5.42,90.0,0.0,0.0,0.0,0.01,0.161,0.385,precip,year,1951,quarter,1
0.168,0.01,0.272,15.31,91.0,0.0,0.0,0.0,0.255,0.6,0.72,precip,year,1951,quarter,2
0.219,0.01,0.415,20.19,92.0,0.0,0.0,0.0,0.24,0.732,1.236,precip,year,1951,quarter,3
0.064,0.0,0.18,5.85,92.0,0.0,0.0,0.0,0.01,0.219,0.369,precip,year,1951,quarter,4
0.066,0.0,0.171,5.99,91.0,0.0,0.0,0.0,0.01,0.2,0.41,precip,year,1952,quarter,1
0.133,0.0,0.42,12.07,91.0,0.0,0.0,0.0,0.03,0.39,0.83,precip,year,1952,quarter,2
0.146,0.0,0.437,13.4,92.0,0.0,0.0,0.0,0.01,0.43,1.171,precip,year,1952,quarter,3
0.039,0.0,0.131,3.63,92.0,0.0,0.0,0.0,0.01,0.077,0.294,precip,year,1952,quarter,4
0.064,0.0,0.186,5.75,90.0,0.0,0.0,0.0,0.01,0.123,0.537,precip,year,1953,quarter,1
0.087,0.01,0.208,7.92,91.0,0.0,0.0,0.0,0.03,0.34,0.435,precip,year,1953,quarter,2
0.034,0.0,0.166,3.13,92.0,0.0,0.0,0.0,0.002,0.029,0.174,precip,year,1953,quarter,3
0.051,0.0,0.157,4.71,92.0,0.0,0.0,0.0,0.01,0.079,0.407,precip,year,1953,quarter,4
0.04,0.0,0.179,3.63,90.0,0.0,0.0,0.0,0.01,0.02,0.129,precip,year,1954,quarter,1
0.13,0.0,0.323,11.84,91.0,0.0,0.0,0.0,0.01,0.43,0.87,precip,year,1954,quarter,2
0.072,0.0,0.235,6.62,92.0,0.0,0.0,0.0,0.01,0.164,0.397,precip,year,1954,quarter,3
0.065,0.0,0.219,6.02,92.0,0.0,0.0,0.0,0.01,0.159,0.425,precip,year,1954,quarter,4
0.072,0.01,0.216,6.45,90.0,0.0,0.0,0.0,0.01,0.161,0.504,precip,year,1955,quarter,1
0.152,0.0,0.381,13.87,91.0,0.0,0.0,0.0,0.065,0.54,0.905,precip,year,1955,quarter,2
0.083,0.0,0.274,7.66,92.0,0.0,0.0,0.0,0.0,0.242,0.482,precip,year,1955,quarter,3
0.035,0.0,0.17,3.25,92.0,0.0,0.0,0.0,0.01,0.047,0.118,precip,year,1955,quarter,4
0.031,0.0,0.079,2.78,91.0,0.0,0.0,0.0,0.01,0.1,0.175,precip,year,1956,quarter,1
0.119,0.0,0.281,10.84,91.0,0.0,0.0,0.0,0.045,0.6,0.635,precip,year,1956,quarter,2
0.09,0.0,0.229,8.27,92.0,0.0,0.0,0.0,0.01,0.266,0.603,precip,year,1956,quarter,3
0.052,0.0,0.196,4.75,92.0,0.0,0.0,0.0,0.01,0.088,0.287,precip,year,1956,quarter,4
0.056,0.01,0.173,5.0,90.0,0.0,0.0,0.0,0.02,0.132,0.299,precip,year,1957,quarter,1
0.176,0.01,0.405,16.04,91.0,0.0,0.0,0.0,0.11,0.71,1.05,precip,year,1957,quarter,2
0.088,0.0,0.41,8.05,92.0,0.0,0.0,0.0,0.01,0.109,0.51,precip,year,1957,quarter,3
0.09,0.0,0.237,8.3,92.0,0.0,0.0,0.0,0.01,0.278,0.579,precip,year,1957,quarter,4
0.076,0.0,0.195,6.81,90.0,0.0,0.0,0.0,0.01,0.195,0.469,precip,year,1958,quarter,1
0.115,0.01,0.317,10.51,91.0,0.0,0.0,0.0,0.045,0.37,0.595,precip,year,1958,quarter,2
0.209,0.0,0.536,19.23,92.0,0.0,0.0,0.0,0.17,0.583,1.197,precip,year,1958,quarter,3
0.042,0.0,0.193,3.89,92.0,0.0,0.0,0.0,0.0,0.02,0.197,precip,year,1958,quarter,4
0.079,0.01,0.252,7.13,90.0,0.0,0.0,0.0,0.01,0.168,0.521,precip,year,1959,quarter,1
0.105,0.0,0.312,9.6,91.0,0.0,0.0,0.0,0.03,0.3,0.855,precip,year,1959,quarter,2
0.152,0.0,0.373,14.02,92.0,0.0,0.0,0.0,0.025,0.507,0.896,precip,year,1959,quarter,3
0.091,0.0,0.323,8.39,92.0,0.0,0.0,0.0,0.01,0.172,0.624,precip,year,1959,quarter,4
0.081,0.01,0.179,7.41,91.0,0.0,0.0,0.0,0.025,0.34,0.535,precip,year,1960,quarter,1
0.124,0.01,0.28,11.26,91.0,0.0,0.0,0.0,0.09,0.4,0.75,precip,year,1960,quarter,2
0.066,0.0,0.177,6.11,92.0,0.0,0.0,0.0,0.01,0.17,0.444,precip,year,1960,quarter,3
0.091,0.0,0.301,8.41,92.0,0.0,0.0,0.0,0.01,0.23,0.638,precip,year,1960,quarter,4
0.104,0.0,0.362,9.34,90.0,0.0,0.0,0.0,0.01,0.2,0.371,precip,year,1961,quarter,1
0.176,0.0,0.449,16.05,91.0,0.0,0.0,0.0,0.06,0.6,1.075,precip,year,1961,quarter,2
0.266,0.0,0.657,24.47,92.0,0.0,0.0,0.0,0.222,0.859,1.124,precip,year,1961,quarter,3
0.118,0.0,0.306,10.86,92.0,0.0,0.0,0.0,0.015,0.379,0.827,precip,year,1961,quarter,4
0.079,0.005,0.221,7.11,90.0,0.0,0.0,0.0,0.01,0.182,0.537,precip,year,1962,quarter,1
0.104,0.0,0.293,9.47,91.0,0.0,0.0,0.0,0.02,0.34,0.61,precip,year,1962,quarter,2
0.183,0.005,0.466,16.8,92.0,0.0,0.0,0.0,0.04,0.579,1.523,precip,year,1962,quarter,3
0.047,0.0,0.126,4.3,92.0,0.0,0.0,0.0,0.01,0.12,0.294,precip,year,1962,quarter,4
0.035,0.0,0.186,3.17,90.0,0.0,0.0,0.0,0.01,0.04,0.082,precip,year,1963,quarter,1
0.091,0.0,0.247,8.32,91.0,0.0,0.0,0.0,0.025,0.32,0.51,precip,year,1963,quarter,2
0.109,0.0,0.399,10.02,92.0,0.0,0.0,0.0,0.01,0.18,0.596,precip,year,1963,quarter,3
0.04,0.0,0.194,3.72,92.0,0.0,0.0,0.0,0.01,0.059,0.19,precip,year,1963,quarter,4
0.066,0.0,0.157,6.02,91.0,0.0,0.0,0.0,0.01,0.27,0.43,precip,year,1964,quarter,1
0.18,0.01,0.377,16.41,91.0,0.0,0.0,0.0,0.18,0.64,0.955,precip,year,1964,quarter,2
0.108,0.0,0.306,9.92,92.0,0.0,0.0,0.0,0.012,0.373,0.744,precip,year,1964,quarter,3
0.076,0.0,0.395,6.96,92.0,0.0,0.0,0.0,0.01,0.178,0.243,precip,year,1964,quarter,4
0.087,0.005,0.239,7.79,90.0,0.0,0.0,0.0,0.057,0.181,0.534,precip,year,1965,quarter,1
0.132,0.0,0.291,12.04,91.0,0.0,0.0,0.0,0.11,0.4,0.775,precip,year,1965,quarter,2
0.261,0.01,0.564,23.98,92.0,0.0,0.0,0.0,0.167,0.929,1.536,precip,year,1965,quarter,3
0.048,0.0,0.194,4.44,92.0,0.0,0.0,0.0,0.01,0.049,0.238,precip,year,1965,quarter,4
0.033,0.0,0.115,2.95,90.0,0.0,0.0,0.0,0.01,0.043,0.166,precip,year,1966,quarter,1
0.157,0.0,0.42,14.29,91.0,0.0,0.0,0.0,0.06,0.51,0.715,precip,year,1966,quarter,2
0.086,0.0,0.245,7.93,92.0,0.0,0.0,0.0,0.01,0.25,0.562,precip,year,1966,quarter,3
0.028,0.0,0.111,2.6,92.0,0.0,0.0,0.0,0.01,0.02,0.123,precip,year,1966,quarter,4
0.061,0.0,0.231,5.48,90.0,0.0,0.0,0.0,0.01,0.104,0.299,precip,year,1967,quarter,1
0.25,0.01,0.497,22.78,91.0,0.0,0.0,0.0,0.245,0.96,1.32,precip,year,1967,quarter,2
0.11,0.0,0.422,10.09,92.0,0.0,0.0,0.0,0.01,0.204,0.527,precip,year,1967,quarter,3
0.119,0.0,0.384,10.96,92.0,0.0,0.0,0.0,0.02,0.358,0.694,precip,year,1967,quarter,4
0.026,0.0,0.113,2.39,91.0,0.0,0.0,0.0,0.01,0.04,0.09,precip,year,1968,quarter,1
0.127,0.0,0.366,11.54,91.0,0.0,0.0,0.0,0.025,0.3,0.83,precip,year,1968,quarter,2
0.115,0.0,0.299,10.6,92.0,0.0,0.0,0.0,0.02,0.438,0.79,precip,year,1968,quarter,3
0.087,0.0,0.264,8.03,92.0,0.0,0.0,0.0,0.01,0.198,0.458,precip,year,1968,quarter,4
0.038,0.01,0.108,3.41,90.0,0.0,0.0,0.0,0.01,0.12,0.236,precip,year,1969,quarter,1
0.213,0.0,0.443,19.34,91.0,0.0,0.0,0.0,0.13,0.91,1.125,precip,year,1969,quarter,2
0.247,0.0,0.89,22.76,92.0,0.0,0.0,0.0,0.053,0.579,1.196,precip,year,1969,quarter,3
0.081,0.0,0.274,7.44,92.0,0.0,0.0,0.0,0.01,0.178,0.387,precip,year,1969,quarter,4
0.021,0.0,0.08,1.89,90.0,0.0,0.0,0.0,0.01,0.03,0.055,precip,year,1970,quarter,1
0.155,0.0,0.348,14.11,91.0,0.0,0.0,0.0,0.06,0.7,0.835,precip,year,1970,quarter,2
0.168,0.0,0.522,15.47,92.0,0.0,0.0,0.0,0.042,0.577,0.974,precip,year,1970,quarter,3
0.056,0.0,0.177,5.15,92.0,0.0,0.0,0.0,0.01,0.162,0.347,precip,year,1970,quarter,4
0.038,0.0,0.164,3.45,90.0,0.0,0.0,0.0,0.01,0.042,0.176,precip,year,1971,quarter,1
0.083,0.0,0.219,7.58,91.0,0.0,0.0,0.0,0.03,0.27,0.535,precip,year,1971,quarter,2
0.076,0.0,0.225,6.97,92.0,0.0,0.0,0.0,0.01,0.249,0.581,precip,year,1971,quarter,3
0.099,0.0,0.321,9.12,92.0,0.0,0.0,0.0,0.022,0.266,0.474,precip,year,1971,quarter,4
0.036,0.0,0.096,3.27,91.0,0.0,0.0,0.0,0.01,0.09,0.215,precip,year,1972,quarter,1
0.098,0.0,0.286,8.95,91.0,0.0,0.0,0.0,0.015,0.29,0.615,precip,year,1972,quarter,2
0.099,0.0,0.241,9.12,92.0,0.0,0.0,0.0,0.012,0.439,0.671,precip,year,1972,quarter,3
0.075,0.01,0.166,6.94,92.0,0.0,0.0,0.0,0.032,0.286,0.483,precip,year,1972,quarter,4
0.14,0.01,0.291,12.61,90.0,0.0,0.0,0.0,0.078,0.565,0.835,precip,year,1973,quarter,1
0.127,0.0,0.318,11.53,91.0,0.0,0.0,0.0,0.025,0.4,1.015,precip,year,1973,quarter,2
0.226,0.0,0.614,20.75,92.0,0.0,0.0,0.0,0.055,0.624,1.158,precip,year,1973,quarter,3
0.118,0.0,0.442,10.87,92.0,0.0,0.0,0.0,0.01,0.194,0.519,precip,year,1973,quarter,4
0.039,0.0,0.113,3.48,90.0,0.0,0.0,0.0,0.01,0.12,0.272,precip,year,1974,quarter,1
0.168,0.0,0.522,15.28,91.0,0.0,0.0,0.0,0.04,0.43,0.865,precip,year,1974,quarter,2
0.079,0.0,0.24,7.29,92.0,0.0,0.0,0.0,0.01,0.129,0.661,precip,year,1974,quarter,3
0.114,0.0,0.409,10.52,92.0,0.0,0.0,0.0,0.022,0.324,0.478,precip,year,1974,quarter,4
0.06,0.0,0.151,5.36,90.0,0.0,0.0,0.0,0.018,0.186,0.42,precip,year,1975,quarter,1
0.139,0.0,0.517,12.62,91.0,0.0,0.0,0.0,0.065,0.34,0.515,precip,year,1975,quarter,2
0.122,0.0,0.49,11.26,92.0,0.0,0.0,0.0,0.01,0.19,0.57,precip,year,1975,quarter,3
0.058,0.0,0.207,5.29,92.0,0.0,0.0,0.0,0.01,0.1,0.352,precip,year,1975,quarter,4
0.042,0.0,0.145,3.86,91.0,0.0,0.0,0.0,0.01,0.11,0.2,precip,year,1976,quarter,1
0.154,0.0,0.398,13.97,91.0,0.0,0.0,0.0,0.055,0.44,0.905,precip,year,1976,quarter,2
0.034,0.0,0.132,3.09,92.0,0.0,0.0,0.0,0.01,0.058,0.138,precip,year,1976,quarter,3
0.035,0.0,0.135,3.22,92.0,0.0,0.0,0.0,0.0,0.058,0.167,precip,year,1976,quarter,4
0.049,0.0,0.148,4.43,90.0,0.0,0.0,0.0,0.01,0.102,0.334,precip,year,1977,quarter,1
